Sigla da Unidade da Federação;Código do Município;Nome do Município;PIB;PIB PER CAPITA;Ano
AC;1200013;Acrelândia;236.379.386,00;15.737,64;2018
AC;1200054;Assis Brasil;91.485.893,00;12.532,31;2018
AC;1200104;Brasiléia;417.839.292,00;16.165,25;2018
AC;1200138;Bujari;157.797.041,00;15.606,47;2018
AC;1200179;Capixaba;170.402.523,00;14.874,52;2018
AC;1200203;Cruzeiro do Sul;1.425.684.781,00;16.261,39;2018
AC;1200252;Epitaciolândia;459.388.218,00;25.349,75;2018
AC;1200302;Feijó;364.112.450,00;10.500,72;2018
AC;1200328;Jordão;76.928.799,00;9.428,70;2018
AC;1200336;Mâncio Lima;198.111.625,00;10.629,45;2018
AC;1200344;Manoel Urbano;125.008.412,00;13.389,93;2018
AC;1200351;Marechal Thaumaturgo;192.829.951,00;10.462,83;2018
AC;1200385;Plácido de Castro;252.906.442,00;12.926,47;2018
AC;1200393;Porto Walter;112.155.821,00;9.569,61;2018
AC;1200401;Rio Branco;8.940.823.180,00;22.287,70;2018
AC;1200427;Rodrigues Alves;184.545.289,00;9.973,26;2018
AC;1200435;Santa Rosa do Purus;71.467.473,00;11.233,49;2018
AC;1200450;Senador Guiomard;373.185.440,00;16.360,61;2018
AC;1200500;Sena Madureira;518.416.142,00;11.475,22;2018
AC;1200609;Tarauacá;488.825.264,00;11.645,35;2018
AC;1200708;Xapuri;239.113.599,00;12.553,21;2018
AC;1200807;Porto Acre;233.715.568,00;12.855,64;2018
AL;2700102;Água Branca;141.230.894,00;7.004,81;2018
AL;2700201;Anadia;165.088.982,00;9.399,28;2018
AL;2700300;Arapiraca;4.467.590.162,00;19.389,15;2018
AL;2700409;Atalaia;764.294.858,00;16.261,59;2018
AL;2700508;Barra de Santo Antônio;173.931.350,00;11.013,89;2018
AL;2700607;Barra de São Miguel;194.652.377,00;23.554,26;2018
AL;2700706;Batalha;167.362.395,00;9.068,67;2018
AL;2700805;Belém;84.635.181,00;19.209,07;2018
AL;2700904;Belo Monte;79.155.849,00;11.821,36;2018
AL;2701001;Boca da Mata;329.623.322,00;12.132,78;2018
AL;2701100;Branquinha;497.129.624,00;47.215,27;2018
AL;2701209;Cacimbinhas;94.228.048,00;8.781,74;2018
AL;2701308;Cajueiro;183.879.556,00;8.676,02;2018
AL;2701357;Campestre;58.370.603,00;8.437,50;2018
AL;2701407;Campo Alegre;459.657.759,00;8.124,18;2018
AL;2701506;Campo Grande;85.720.949,00;8.976,96;2018
AL;2701605;Canapi;117.512.891,00;6.629,41;2018
AL;2701704;Capela;184.071.495,00;10.749,33;2018
AL;2701803;Carneiros;61.973.231,00;6.885,91;2018
AL;2701902;Chã Preta;115.708.719,00;15.809,36;2018
AL;2702009;Coité do Nóia;98.638.019,00;9.180,75;2018
AL;2702108;Colônia Leopoldina;253.128.462,00;11.732,49;2018
AL;2702207;Coqueiro Seco;69.078.580,00;11.856,95;2018
AL;2702306;Coruripe;1.272.991.395,00;22.506,12;2018
AL;2702355;Craíbas;217.222.036,00;9.002,53;2018
AL;2702405;Delmiro Gouveia;519.693.451,00;10.039,86;2018
AL;2702504;Dois Riachos;73.764.963,00;6.673,15;2018
AL;2702553;Estrela de Alagoas;116.287.370,00;6.405,96;2018
AL;2702603;Feira Grande;325.086.005,00;14.675,24;2018
AL;2702702;Feliz Deserto;125.393.073,00;26.515,77;2018
AL;2702801;Flexeiras;144.425.250,00;11.307,07;2018
AL;2702900;Girau do Ponciano;343.940.205,00;8.473,94;2018
AL;2703007;Ibateguara;134.755.303,00;8.634,84;2018
AL;2703106;Igaci;197.466.638,00;7.698,80;2018
AL;2703205;Igreja Nova;350.956.552,00;14.378,75;2018
AL;2703304;Inhapi;117.861.619,00;6.413,19;2018
AL;2703403;Jacaré dos Homens;46.306.851,00;8.756,97;2018
AL;2703502;Jacuípe;171.490.207,00;24.373,25;2018
AL;2703601;Japaratinga;161.351.126,00;19.400,16;2018
AL;2703700;Jaramataia;53.005.390,00;9.470,32;2018
AL;2703759;Jequiá da Praia;209.606.759,00;18.032,24;2018
AL;2703809;Joaquim Gomes;261.235.558,00;10.928,99;2018
AL;2703908;Jundiá;46.392.537,00;11.111,98;2018
AL;2704005;Junqueiro;316.838.891,00;12.811,41;2018
AL;2704104;Lagoa da Canoa;203.936.569,00;11.371,50;2018
AL;2704203;Limoeiro de Anadia;409.520.363,00;14.371,66;2018
AL;2704302;Maceió;22.400.312.909,00;22.126,34;2018
AL;2704401;Major Isidoro;176.185.160,00;8.857,53;2018
AL;2704500;Maragogi;629.302.843,00;19.441,53;2018
AL;2704609;Maravilha;67.727.107,00;7.262,18;2018
AL;2704708;Marechal Deodoro;1.926.322.570,00;37.503,36;2018
AL;2704807;Maribondo;144.207.375,00;10.812,58;2018
AL;2704906;Mar Vermelho;36.712.979,00;10.388,51;2018
AL;2705002;Mata Grande;223.585.242,00;8.863,29;2018
AL;2705101;Matriz de Camaragibe;287.621.873,00;11.668,70;2018
AL;2705200;Messias;156.802.552,00;8.870,93;2018
AL;2705309;Minador do Negrão;54.561.155,00;10.223,19;2018
AL;2705408;Monteirópolis;56.628.061,00;7.916,69;2018
AL;2705507;Murici;315.441.146,00;11.210,90;2018
AL;2705606;Novo Lino;128.839.616,00;10.213,21;2018
AL;2705705;Olho d'Água das Flores;199.177.978,00;9.291,32;2018
AL;2705804;Olho d'Água do Casado;70.724.271,00;7.602,31;2018
AL;2705903;Olho d'Água Grande;45.775.480,00;8.945,77;2018
AL;2706000;Olivença;79.059.534,00;6.820,77;2018
AL;2706109;Ouro Branco;77.474.965,00;6.762,83;2018
AL;2706208;Palestina;37.134.931,00;7.449,33;2018
AL;2706307;Palmeira dos Índios;829.227.559,00;11.344,36;2018
AL;2706406;Pão de Açúcar;213.643.434,00;8.739,40;2018
AL;2706422;Pariconha;73.392.993,00;6.971,88;2018
AL;2706448;Paripueira;165.639.526,00;12.725,84;2018
AL;2706505;Passo de Camaragibe;242.971.235,00;15.951,37;2018
AL;2706604;Paulo Jacinto;73.016.678,00;9.648,08;2018
AL;2706703;Penedo;748.309.072,00;11.781,43;2018
AL;2706802;Piaçabuçu;318.891.012,00;17.910,19;2018
AL;2706901;Pilar;482.545.836,00;13.783,87;2018
AL;2707008;Pindoba;35.398.197,00;12.160,15;2018
AL;2707107;Piranhas;246.126.980,00;9.888,19;2018
AL;2707206;Poço das Trincheiras;92.438.915,00;6.439,94;2018
AL;2707305;Porto Calvo;328.170.428,00;12.119,00;2018
AL;2707404;Porto de Pedras;199.260.877,00;25.309,40;2018
AL;2707503;Porto Real do Colégio;176.891.938,00;8.836,64;2018
AL;2707602;Quebrangulo;121.805.157,00;10.739,30;2018
AL;2707701;Rio Largo;1.051.170.718,00;14.045,95;2018
AL;2707800;Roteiro;114.923.085,00;17.204,05;2018
AL;2707909;Santa Luzia do Norte;135.305.390,00;18.606,35;2018
AL;2708006;Santana do Ipanema;509.266.412,00;10.724,56;2018
AL;2708105;Santana do Mundaú;1.094.265.850,00;101.744,85;2018
AL;2708204;São Brás;83.738.417,00;12.043,49;2018
AL;2708303;São José da Laje;302.200.705,00;12.668,23;2018
AL;2708402;São José da Tapera;226.985.840,00;7.068,79;2018
AL;2708501;São Luís do Quitunde;575.056.761,00;16.709,48;2018
AL;2708600;São Miguel dos Campos;1.040.710.728,00;17.123,99;2018
AL;2708709;São Miguel dos Milagres;148.190.068,00;18.786,77;2018
AL;2708808;São Sebastião;438.228.140,00;12.884,89;2018
AL;2708907;Satuba;169.649.502,00;12.368,73;2018
AL;2708956;Senador Rui Palmeira;87.738.732,00;6.349,60;2018
AL;2709004;Tanque d'Arca;54.579.488,00;8.821,64;2018
AL;2709103;Taquarana;253.778.483,00;12.761,67;2018
AL;2709152;Teotônio Vilela;512.359.986,00;11.655,14;2018
AL;2709202;Traipu;205.331.877,00;7.430,95;2018
AL;2709301;União dos Palmares;942.210.263,00;14.393,46;2018
AL;2709400;Viçosa;339.837.213,00;13.185,78;2018
AM;1300029;Alvarães;169.815.852,00;10.707,18;2018
AM;1300060;Amaturá;83.090.723,00;7.332,40;2018
AM;1300086;Anamã;116.341.249,00;8.767,90;2018
AM;1300102;Anori;218.252.919,00;10.626,79;2018
AM;1300144;Apuí;210.011.629,00;9.730,42;2018
AM;1300201;Atalaia do Norte;142.480.541,00;7.330,00;2018
AM;1300300;Autazes;357.097.657,00;9.196,44;2018
AM;1300409;Barcelos;168.178.015,00;6.145,96;2018
AM;1300508;Barreirinha;258.823.051,00;8.192,42;2018
AM;1300607;Benjamin Constant;308.681.678,00;7.346,07;2018
AM;1300631;Beruri;151.535.222,00;7.868,69;2018
AM;1300680;Boa Vista do Ramos;139.703.365,00;7.438,55;2018
AM;1300706;Boca do Acre;416.147.965,00;12.248,29;2018
AM;1300805;Borba;303.713.733,00;7.487,09;2018
AM;1300839;Caapiranga;156.312.301,00;12.138,88;2018
AM;1300904;Canutama;107.613.012,00;6.965,24;2018
AM;1301001;Carauari;306.340.174,00;10.911,10;2018
AM;1301100;Careiro;314.585.070,00;8.414,97;2018
AM;1301159;Careiro da Várzea;337.265.754,00;11.396,04;2018
AM;1301209;Coari;2.015.915.527,00;23.921,53;2018
AM;1301308;Codajás;500.695.476,00;17.818,34;2018
AM;1301407;Eirunepé;517.544.371,00;14.854,89;2018
AM;1301506;Envira;157.496.218,00;8.007,74;2018
AM;1301605;Fonte Boa;180.920.357,00;9.929,22;2018
AM;1301654;Guajará;123.592.260,00;7.528,77;2018
AM;1301704;Humaitá;622.149.166,00;11.521,07;2018
AM;1301803;Ipixuna;152.286.365,00;5.263,41;2018
AM;1301852;Iranduba;679.140.059,00;14.276,35;2018
AM;1301902;Itacoatiara;1.881.003.522,00;18.818,50;2018
AM;1301951;Itamarati;95.164.415,00;12.064,45;2018
AM;1302009;Itapiranga;109.917.313,00;12.126,80;2018
AM;1302108;Japurá;62.832.316,00;19.244,20;2018
AM;1302207;Juruá;103.844.459,00;7.255,76;2018
AM;1302306;Jutaí;224.217.864,00;15.198,12;2018
AM;1302405;Lábrea;495.068.118,00;10.941,94;2018
AM;1302504;Manacapuru;1.428.129.610,00;14.839,87;2018
AM;1302553;Manaquiri;275.153.451,00;8.834,03;2018
AM;1302603;Manaus;78.192.321.274,00;36.445,75;2018
AM;1302702;Manicoré;528.955.292,00;9.633,66;2018
AM;1302801;Maraã;128.443.500,00;7.062,77;2018
AM;1302900;Maués;501.298.778,00;7.988,19;2018
AM;1303007;Nhamundá;151.529.172,00;7.250,55;2018
AM;1303106;Nova Olinda do Norte;246.711.721,00;6.718,55;2018
AM;1303205;Novo Airão;136.020.432,00;7.168,78;2018
AM;1303304;Novo Aripuanã;199.377.509,00;7.900,21;2018
AM;1303403;Parintins;1.119.340.522,00;9.890,96;2018
AM;1303502;Pauini;156.936.606,00;8.119,23;2018
AM;1303536;Presidente Figueiredo;822.428.929,00;23.264,00;2018
AM;1303569;Rio Preto da Eva;383.424.847,00;11.769,80;2018
AM;1303601;Santa Isabel do Rio Negro;137.547.989,00;5.628,91;2018
AM;1303700;Santo Antônio do Içá;181.267.773,00;8.252,20;2018
AM;1303809;São Gabriel da Cachoeira;329.147.158,00;7.344,41;2018
AM;1303908;São Paulo de Olivença;251.093.910,00;6.519,38;2018
AM;1303957;São Sebastião do Uatumã;117.169.781,00;8.561,91;2018
AM;1304005;Silves;101.398.720,00;11.130,49;2018
AM;1304062;Tabatinga;533.610.703,00;8.274,57;2018
AM;1304104;Tapauá;247.513.435,00;14.307,96;2018
AM;1304203;Tefé;934.210.623,00;15.530,32;2018
AM;1304237;Tonantins;133.833.348,00;7.191,47;2018
AM;1304260;Uarini;187.766.213,00;14.026,01;2018
AM;1304302;Urucará;330.475.300,00;20.171,84;2018
AM;1304401;Urucurituba;166.350.755,00;7.381,23;2018
AP;1600055;Serra do Navio;75.189.997,00;14.170,75;2018
AP;1600105;Amapá;137.265.167,00;15.202,70;2018
AP;1600154;Pedra Branca do Amapari;311.095.677,00;19.527,69;2018
AP;1600204;Calçoene;164.205.123,00;15.028,84;2018
AP;1600212;Cutias;76.196.756,00;12.993,99;2018
AP;1600238;Ferreira Gomes;533.411.620,00;70.268,95;2018
AP;1600253;Itaubal;69.178.362,00;12.841,72;2018
AP;1600279;Laranjal do Jari;902.523.206,00;18.252,70;2018
AP;1600303;Macapá;10.949.648.924,00;22.181,72;2018
AP;1600402;Mazagão;258.120.768,00;12.172,06;2018
AP;1600501;Oiapoque;426.122.651,00;16.003,40;2018
AP;1600535;Porto Grande;340.182.993,00;15.834,25;2018
AP;1600550;Pracuúba;67.289.498,00;13.476,77;2018
AP;1600600;Santana;2.070.103.895,00;17.307,11;2018
AP;1600709;Tartarugalzinho;225.271.548,00;13.365,27;2018
AP;1600808;Vitória do Jari;189.400.482,00;12.137,17;2018
BA;2900108;Abaíra;59.564.835,00;6.794,21;2018
BA;2900207;Abaré;137.846.782,00;6.957,04;2018
BA;2900306;Acajutiba;133.898.926,00;8.850,48;2018
BA;2900355;Adustina;112.227.501,00;6.686,58;2018
BA;2900405;Água Fria;110.270.144,00;6.524,47;2018
BA;2900504;Érico Cardoso;63.259.972,00;5.933,22;2018
BA;2900603;Aiquara;41.110.652,00;9.180,58;2018
BA;2900702;Alagoinhas;3.962.801.946,00;26.272,95;2018
BA;2900801;Alcobaça;255.142.608,00;11.365,43;2018
BA;2900900;Almadina;50.189.262,00;9.017,12;2018
BA;2901007;Amargosa;375.616.904,00;10.143,31;2018
BA;2901106;Amélia Rodrigues;312.636.368,00;12.394,40;2018
BA;2901155;América Dourada;115.314.930,00;7.163,75;2018
BA;2901205;Anagé;169.959.538,00;9.341,52;2018
BA;2901304;Andaraí;104.036.330,00;7.909,70;2018
BA;2901353;Andorinha;191.569.880,00;13.040,84;2018
BA;2901403;Angical;134.673.547,00;9.607,87;2018
BA;2901502;Anguera;74.347.931,00;6.672,76;2018
BA;2901601;Antas;117.002.912,00;6.128,05;2018
BA;2901700;Antônio Cardoso;109.844.253,00;9.395,63;2018
BA;2901809;Antônio Gonçalves;69.315.789,00;5.916,84;2018
BA;2901908;Aporá;125.691.871,00;7.112,08;2018
BA;2901957;Apuarema;66.825.810,00;9.079,59;2018
BA;2902005;Aracatu;109.661.839,00;8.289,50;2018
BA;2902054;Araçás;209.393.319,00;17.243,95;2018
BA;2902104;Araci;425.123.773,00;7.858,26;2018
BA;2902203;Aramari;91.558.423,00;8.079,63;2018
BA;2902252;Arataca;81.632.289,00;7.368,20;2018
BA;2902302;Aratuípe;66.061.170,00;7.495,88;2018
BA;2902401;Aurelino Leal;106.735.942,00;9.065,39;2018
BA;2902500;Baianópolis;171.337.967,00;12.394,24;2018
BA;2902609;Baixa Grande;159.362.988,00;7.778,36;2018
BA;2902658;Banzaê;96.593.560,00;7.308,28;2018
BA;2902708;Barra;365.649.929,00;6.869,12;2018
BA;2902807;Barra da Estiva;255.283.575,00;12.265,58;2018
BA;2902906;Barra do Choça;399.104.006,00;12.464,99;2018
BA;2903003;Barra do Mendes;94.637.737,00;6.808,47;2018
BA;2903102;Barra do Rocha;63.164.847,00;10.851,20;2018
BA;2903201;Barreiras;4.744.485.923,00;30.842,20;2018
BA;2903235;Barro Alto;91.831.225,00;6.203,97;2018
BA;2903276;Barrocas;239.436.209,00;15.110,20;2018
BA;2903300;Barro Preto;62.244.756,00;10.838,37;2018
BA;2903409;Belmonte;288.835.774,00;12.442,31;2018
BA;2903508;Belo Campo;130.549.767,00;7.538,82;2018
BA;2903607;Biritinga;121.533.928,00;7.607,76;2018
BA;2903706;Boa Nova;92.736.074,00;7.159,43;2018
BA;2903805;Boa Vista do Tupim;121.711.324,00;6.535,89;2018
BA;2903904;Bom Jesus da Lapa;1.010.113.446,00;14.722,75;2018
BA;2903953;Bom Jesus da Serra;57.801.453,00;5.813,87;2018
BA;2904001;Boninal;96.625.087,00;6.762,67;2018
BA;2904050;Bonito;165.166.536,00;9.927,66;2018
BA;2904100;Boquira;149.673.081,00;6.955,07;2018
BA;2904209;Botuporã;90.687.065,00;8.804,57;2018
BA;2904308;Brejões;120.559.034,00;8.389,63;2018
BA;2904407;Brejolândia;84.905.181,00;8.091,60;2018
BA;2904506;Brotas de Macaúbas;80.397.669,00;7.774,65;2018
BA;2904605;Brumado;1.768.379.130,00;26.374,82;2018
BA;2904704;Buerarema;192.220.236,00;10.451,86;2018
BA;2904753;Buritirama;128.256.072,00;6.088,01;2018
BA;2904803;Caatiba;65.210.836,00;9.258,96;2018
BA;2904852;Cabaceiras do Paraguaçu;118.311.201,00;6.327,48;2018
BA;2904902;Cachoeira;473.573.597,00;13.985,81;2018
BA;2905008;Caculé;273.607.126,00;11.872,73;2018
BA;2905107;Caém;73.920.490,00;7.887,38;2018
BA;2905156;Caetanos;86.958.489,00;5.601,55;2018
BA;2905206;Caetité;857.297.470,00;16.855,69;2018
BA;2905305;Cafarnaum;161.002.999,00;8.771,14;2018
BA;2905404;Cairu;1.129.041.924,00;63.029,19;2018
BA;2905503;Caldeirão Grande;91.070.657,00;6.868,07;2018
BA;2905602;Camacan;282.456.078,00;8.835,59;2018
BA;2905701;Camaçari;23.822.597.744,00;81.105,66;2018
BA;2905800;Camamu;346.156.696,00;9.820,61;2018
BA;2905909;Campo Alegre de Lourdes;217.479.234,00;7.539,84;2018
BA;2906006;Campo Formoso;1.127.395.784,00;15.898,52;2018
BA;2906105;Canápolis;65.720.120,00;6.762,02;2018
BA;2906204;Canarana;194.032.789,00;7.457,06;2018
BA;2906303;Canavieiras;312.193.710,00;9.973,92;2018
BA;2906402;Candeal;54.054.850,00;6.482,95;2018
BA;2906501;Candeias;4.358.053.224,00;50.279,23;2018
BA;2906600;Candiba;111.715.485,00;7.829,79;2018
BA;2906709;Cândido Sales;211.022.203,00;8.330,26;2018
BA;2906808;Cansanção;260.074.383,00;7.476,84;2018
BA;2906824;Canudos;127.605.693,00;7.617,34;2018
BA;2906857;Capela do Alto Alegre;89.803.290,00;7.701,83;2018
BA;2906873;Capim Grosso;427.530.377,00;14.039,95;2018
BA;2906899;Caraíbas;67.984.015,00;7.465,03;2018
BA;2906907;Caravelas;349.020.427,00;15.910,13;2018
BA;2907004;Cardeal da Silva;103.202.507,00;11.169,10;2018
BA;2907103;Carinhanha;214.413.879,00;7.402,52;2018
BA;2907202;Casa Nova;690.273.667,00;9.672,30;2018
BA;2907301;Castro Alves;275.782.447,00;10.522,43;2018
BA;2907400;Catolândia;85.279.582,00;23.988,63;2018
BA;2907509;Catu;597.137.610,00;10.971,95;2018
BA;2907558;Caturama;59.396.670,00;6.359,39;2018
BA;2907608;Central;156.292.607,00;9.059,39;2018
BA;2907707;Chorrochó;76.584.234,00;6.866,08;2018
BA;2907806;Cícero Dantas;269.771.756,00;8.087,65;2018
BA;2907905;Cipó;130.816.357,00;7.651,42;2018
BA;2908002;Coaraci;151.731.561,00;8.691,23;2018
BA;2908101;Cocos;317.898.981,00;16.958,23;2018
BA;2908200;Conceição da Feira;268.923.505,00;12.009,80;2018
BA;2908309;Conceição do Almeida;159.718.952,00;9.215,26;2018
BA;2908408;Conceição do Coité;731.750.777,00;11.055,14;2018
BA;2908507;Conceição do Jacuípe;2.247.715.527,00;68.300,94;2018
BA;2908606;Conde;271.797.693,00;10.604,67;2018
BA;2908705;Condeúba;148.887.506,00;8.596,77;2018
BA;2908804;Contendas do Sincorá;36.873.297,00;9.024,30;2018
BA;2908903;Coração de Maria;172.368.060,00;7.586,96;2018
BA;2909000;Cordeiros;55.439.502,00;6.457,72;2018
BA;2909109;Coribe;125.813.871,00;8.835,24;2018
BA;2909208;Coronel João Sá;131.323.853,00;8.311,11;2018
BA;2909307;Correntina;1.944.161.679,00;60.601,65;2018
BA;2909406;Cotegipe;126.742.614,00;9.186,91;2018
BA;2909505;Cravolândia;37.416.209,00;6.994,99;2018
BA;2909604;Crisópolis;152.698.385,00;7.257,53;2018
BA;2909703;Cristópolis;111.539.584,00;8.040,63;2018
BA;2909802;Cruz das Almas;984.676.242,00;15.661,85;2018
BA;2909901;Curaçá;317.754.632,00;9.240,01;2018
BA;2910008;Dário Meira;90.541.990,00;8.302,03;2018
BA;2910057;Dias d'Ávila;2.910.591.730,00;36.526,22;2018
BA;2910107;Dom Basílio;110.968.677,00;9.129,47;2018
BA;2910206;Dom Macedo Costa;32.122.625,00;7.931,51;2018
BA;2910305;Elísio Medrado;57.724.482,00;7.109,80;2018
BA;2910404;Encruzilhada;182.250.526,00;10.359,26;2018
BA;2910503;Entre Rios;558.483.659,00;13.407,68;2018
BA;2910602;Esplanada;627.913.458,00;17.024,93;2018
BA;2910701;Euclides da Cunha;552.703.330,00;9.236,04;2018
BA;2910727;Eunápolis;2.890.518.505,00;25.735,13;2018
BA;2910750;Fátima;170.407.641,00;9.681,70;2018
BA;2910776;Feira da Mata;45.470.671,00;8.022,35;2018
BA;2910800;Feira de Santana;14.683.079.872,00;24.074,06;2018
BA;2910859;Filadélfia;119.655.909,00;7.291,65;2018
BA;2910909;Firmino Alves;48.120.702,00;8.586,85;2018
BA;2911006;Floresta Azul;78.909.072,00;7.384,34;2018
BA;2911105;Formosa do Rio Preto;2.695.149.183,00;106.481,34;2018
BA;2911204;Gandu;360.633.722,00;11.199,11;2018
BA;2911253;Gavião;38.834.535,00;8.654,90;2018
BA;2911303;Gentio do Ouro;148.132.498,00;13.219,03;2018
BA;2911402;Glória;170.891.710,00;11.236,96;2018
BA;2911501;Gongogi;58.635.096,00;8.058,70;2018
BA;2911600;Governador Mangabeira;179.459.690,00;8.678,35;2018
BA;2911659;Guajeru;52.497.440,00;7.252,03;2018
BA;2911709;Guanambi;1.340.984.348,00;15.961,44;2018
BA;2911808;Guaratinga;196.785.132,00;9.374,74;2018
BA;2911857;Heliópolis;95.941.444,00;7.337,22;2018
BA;2911907;Iaçu;202.019.993,00;8.247,06;2018
BA;2912004;Ibiassucê;82.084.076,00;8.707,34;2018
BA;2912103;Ibicaraí;182.621.441,00;8.295,70;2018
BA;2912202;Ibicoara;304.212.542,00;15.724,83;2018
BA;2912301;Ibicuí;145.955.665,00;9.030,79;2018
BA;2912400;Ibipeba;134.000.369,00;7.404,56;2018
BA;2912509;Ibipitanga;100.824.102,00;6.786,76;2018
BA;2912608;Ibiquera;27.699.313,00;6.851,18;2018
BA;2912707;Ibirapitanga;196.723.847,00;8.427,53;2018
BA;2912806;Ibirapuã;280.094.449,00;32.641,24;2018
BA;2912905;Ibirataia;167.449.560,00;10.624,97;2018
BA;2913002;Ibitiara;98.963.599,00;6.081,83;2018
BA;2913101;Ibititá;119.180.111,00;6.949,28;2018
BA;2913200;Ibotirama;332.938.294,00;12.401,78;2018
BA;2913309;Ichu;43.130.227,00;6.963,23;2018
BA;2913408;Igaporã;178.896.357,00;11.445,70;2018
BA;2913457;Igrapiúna;147.935.398,00;11.067,21;2018
BA;2913507;Iguaí;192.840.643,00;7.177,34;2018
BA;2913606;Ilhéus;4.257.764.944,00;25.829,06;2018
BA;2913705;Inhambupe;637.998.690,00;16.152,27;2018
BA;2913804;Ipecaetá;80.085.969,00;5.475,96;2018
BA;2913903;Ipiaú;454.266.777,00;9.913,51;2018
BA;2914000;Ipirá;662.517.687,00;11.085,75;2018
BA;2914109;Ipupiara;79.898.125,00;8.138,75;2018
BA;2914208;Irajuba;70.400.820,00;9.719,84;2018
BA;2914307;Iramaia;72.928.715,00;8.200,69;2018
BA;2914406;Iraquara;403.306.555,00;16.169,78;2018
BA;2914505;Irará;252.602.001,00;8.742,97;2018
BA;2914604;Irecê;1.212.205.008,00;16.746,40;2018
BA;2914653;Itabela;351.605.250,00;11.561,02;2018
BA;2914703;Itaberaba;901.156.622,00;14.009,43;2018
BA;2914802;Itabuna;4.081.367.414,00;19.184,77;2018
BA;2914901;Itacaré;306.912.091,00;11.003,98;2018
BA;2915007;Itaeté;94.365.119,00;5.898,19;2018
BA;2915106;Itagi;100.818.217,00;8.090,05;2018
BA;2915205;Itagibá;136.513.378,00;9.279,05;2018
BA;2915304;Itagimirim;111.646.531,00;16.147,89;2018
BA;2915353;Itaguaçu da Bahia;120.669.762,00;8.431,96;2018
BA;2915403;Itaju do Colônia;66.319.860,00;9.796,14;2018
BA;2915502;Itajuípe;229.586.653,00;11.152,02;2018
BA;2915601;Itamaraju;901.083.866,00;13.965,75;2018
BA;2915700;Itamari;70.300.045,00;8.712,36;2018
BA;2915809;Itambé;235.910.875,00;10.099,79;2018
BA;2915908;Itanagra;66.376.114,00;10.298,85;2018
BA;2916005;Itanhém;226.289.653,00;11.605,19;2018
BA;2916104;Itaparica;237.118.720,00;10.722,56;2018
BA;2916203;Itapé;89.298.013,00;9.913,19;2018
BA;2916302;Itapebi;282.682.811,00;27.428,96;2018
BA;2916401;Itapetinga;1.077.098.400,00;14.271,87;2018
BA;2916500;Itapicuru;270.691.142,00;7.677,87;2018
BA;2916609;Itapitanga;73.918.983,00;7.157,14;2018
BA;2916708;Itaquara;65.854.866,00;7.945,81;2018
BA;2916807;Itarantim;273.663.652,00;13.929,74;2018
BA;2916856;Itatim;334.513.786,00;23.178,62;2018
BA;2916906;Itiruçu;94.469.197,00;7.483,30;2018
BA;2917003;Itiúba;259.821.169,00;7.204,65;2018
BA;2917102;Itororó;221.535.815,00;10.872,92;2018
BA;2917201;Ituaçu;159.853.920,00;8.462,80;2018
BA;2917300;Ituberá;298.580.149,00;10.492,33;2018
BA;2917334;Iuiu;95.740.947,00;8.728,32;2018
BA;2917359;Jaborandi;665.555.421,00;78.337,50;2018
BA;2917409;Jacaraci;101.090.384,00;6.814,78;2018
BA;2917508;Jacobina;1.385.788.369,00;17.237,46;2018
BA;2917607;Jaguaquara;548.135.157,00;10.120,10;2018
BA;2917706;Jaguarari;643.957.102,00;19.288,82;2018
BA;2917805;Jaguaripe;168.289.823,00;9.053,68;2018
BA;2917904;Jandaíra;121.186.396,00;11.335,37;2018
BA;2918001;Jequié;2.631.036.397,00;16.887,27;2018
BA;2918100;Jeremoabo;325.088.321,00;8.080,34;2018
BA;2918209;Jiquiriçá;99.857.642,00;6.879,14;2018
BA;2918308;Jitaúna;171.001.202,00;14.818,13;2018
BA;2918357;João Dourado;210.014.658,00;8.412,70;2018
BA;2918407;Juazeiro;4.095.393.838,00;19.032,14;2018
BA;2918456;Jucuruçu;94.748.061,00;10.218,73;2018
BA;2918506;Jussara;104.686.942,00;6.839,15;2018
BA;2918555;Jussari;54.156.594,00;9.175,97;2018
BA;2918605;Jussiape;56.187.352,00;8.771,05;2018
BA;2918704;Lafaiete Coutinho;37.916.462,00;10.092,22;2018
BA;2918753;Lagoa Real;90.076.095,00;5.790,81;2018
BA;2918803;Laje;236.331.157,00;9.997,93;2018
BA;2918902;Lajedão;58.455.770,00;14.859,12;2018
BA;2919009;Lajedinho;64.746.780,00;17.002,83;2018
BA;2919058;Lajedo do Tabocal;66.270.948,00;7.754,62;2018
BA;2919108;Lamarão;51.782.247,00;6.142,62;2018
BA;2919157;Lapão;207.161.194,00;7.624,63;2018
BA;2919207;Lauro de Freitas;6.449.829.700,00;33.059,94;2018
BA;2919306;Lençóis;121.631.274,00;10.749,56;2018
BA;2919405;Licínio de Almeida;107.939.306,00;8.700,57;2018
BA;2919504;Livramento de Nossa Senhora;450.743.719,00;9.930,90;2018
BA;2919553;Luís Eduardo Magalhães;6.184.172.775,00;72.967,01;2018
BA;2919603;Macajuba;73.377.143,00;6.456,98;2018
BA;2919702;Macarani;167.425.625,00;9.005,25;2018
BA;2919801;Macaúbas;368.974.870,00;7.457,96;2018
BA;2919900;Macururé;43.463.206,00;5.528,26;2018
BA;2919926;Madre de Deus;477.348.075,00;23.019,15;2018
BA;2919959;Maetinga;45.721.417,00;12.782,06;2018
